,center,left,right,steering,throttle,brake,speed
3570,IMG/center_2016_12_01_13_38_40_059.jpg, IMG/left_2016_12_01_13_38_40_059.jpg, IMG/right_2016_12_01_13_38_40_059.jpg,0.0,0.0,0.0,26.70403
5982,IMG/center_2016_12_01_13_43_13_497.jpg, IMG/left_2016_12_01_13_43_13_497.jpg, IMG/right_2016_12_01_13_43_13_497.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
5892,IMG/center_2016_12_01_13_43_04_390.jpg, IMG/left_2016_12_01_13_43_04_390.jpg, IMG/right_2016_12_01_13_43_04_390.jpg,0.0,0.9855325999999999,0.0,30.18645
6216,IMG/center_2016_12_01_13_43_37_256.jpg, IMG/left_2016_12_01_13_43_37_256.jpg, IMG/right_2016_12_01_13_43_37_256.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
4329,IMG/center_2016_12_01_13_39_57_069.jpg, IMG/left_2016_12_01_13_39_57_069.jpg, IMG/right_2016_12_01_13_39_57_069.jpg,0.0,0.8222444999999999,0.0,30.145259999999997
6624,IMG/center_2016_12_01_13_44_18_633.jpg, IMG/left_2016_12_01_13_44_18_633.jpg, IMG/right_2016_12_01_13_44_18_633.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
7784,IMG/center_2016_12_01_13_46_16_252.jpg, IMG/left_2016_12_01_13_46_16_252.jpg, IMG/right_2016_12_01_13_46_16_252.jpg,0.0,0.9855325999999999,0.0,30.18645
7873,IMG/center_2016_12_01_13_46_25_330.jpg, IMG/left_2016_12_01_13_46_25_330.jpg, IMG/right_2016_12_01_13_46_25_330.jpg,0.0,0.6300968000000001,0.0,28.21467
4267,IMG/center_2016_12_01_13_39_50_774.jpg, IMG/left_2016_12_01_13_39_50_774.jpg, IMG/right_2016_12_01_13_39_50_774.jpg,0.0,0.4955934,0.0,30.06186
7929,IMG/center_2016_12_01_13_46_31_019.jpg, IMG/left_2016_12_01_13_46_31_019.jpg, IMG/right_2016_12_01_13_46_31_019.jpg,0.0,0.0,0.0,3.0550889999999997
811,IMG/center_2016_12_01_13_34_00_463.jpg, IMG/left_2016_12_01_13_34_00_463.jpg, IMG/right_2016_12_01_13_34_00_463.jpg,0.0,0.9855325999999999,0.0,30.18664
6555,IMG/center_2016_12_01_13_44_11_645.jpg, IMG/left_2016_12_01_13_44_11_645.jpg, IMG/right_2016_12_01_13_44_11_645.jpg,0.0,0.9855325999999999,0.0,30.18665
2576,IMG/center_2016_12_01_13_36_59_384.jpg, IMG/left_2016_12_01_13_36_59_384.jpg, IMG/right_2016_12_01_13_36_59_384.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
1160,IMG/center_2016_12_01_13_34_35_831.jpg, IMG/left_2016_12_01_13_34_35_831.jpg, IMG/right_2016_12_01_13_34_35_831.jpg,0.0,0.9855325999999999,0.0,30.18668
6711,IMG/center_2016_12_01_13_44_27_461.jpg, IMG/left_2016_12_01_13_44_27_461.jpg, IMG/right_2016_12_01_13_44_27_461.jpg,0.0,0.9855325999999999,0.0,30.18664
3881,IMG/center_2016_12_01_13_39_11_641.jpg, IMG/left_2016_12_01_13_39_11_641.jpg, IMG/right_2016_12_01_13_39_11_641.jpg,0.0,0.0,0.0,14.15249
7133,IMG/center_2016_12_01_13_45_10_279.jpg, IMG/left_2016_12_01_13_45_10_279.jpg, IMG/right_2016_12_01_13_45_10_279.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
4561,IMG/center_2016_12_01_13_40_49_444.jpg, IMG/left_2016_12_01_13_40_49_444.jpg, IMG/right_2016_12_01_13_40_49_444.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
1364,IMG/center_2016_12_01_13_34_56_482.jpg, IMG/left_2016_12_01_13_34_56_482.jpg, IMG/right_2016_12_01_13_34_56_482.jpg,0.0,0.9855325999999999,0.0,30.18664
1869,IMG/center_2016_12_01_13_35_47_711.jpg, IMG/left_2016_12_01_13_35_47_711.jpg, IMG/right_2016_12_01_13_35_47_711.jpg,0.0,0.9855325999999999,0.0,30.18631
5737,IMG/center_2016_12_01_13_42_48_655.jpg, IMG/left_2016_12_01_13_42_48_655.jpg, IMG/right_2016_12_01_13_42_48_655.jpg,0.0,0.9855325999999999,0.0,30.18664
5584,IMG/center_2016_12_01_13_42_33_159.jpg, IMG/left_2016_12_01_13_42_33_159.jpg, IMG/right_2016_12_01_13_42_33_159.jpg,0.0,0.9855325999999999,0.0,30.18662
2773,IMG/center_2016_12_01_13_37_19_309.jpg, IMG/left_2016_12_01_13_37_19_309.jpg, IMG/right_2016_12_01_13_37_19_309.jpg,0.0,0.9855325999999999,0.0,30.18662
6053,IMG/center_2016_12_01_13_43_20_682.jpg, IMG/left_2016_12_01_13_43_20_682.jpg, IMG/right_2016_12_01_13_43_20_682.jpg,0.0,0.9855325999999999,0.0,30.186329999999998
6654,IMG/center_2016_12_01_13_44_21_684.jpg, IMG/left_2016_12_01_13_44_21_684.jpg, IMG/right_2016_12_01_13_44_21_684.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
1257,IMG/center_2016_12_01_13_34_45_643.jpg, IMG/left_2016_12_01_13_34_45_643.jpg, IMG/right_2016_12_01_13_34_45_643.jpg,0.0,0.9855325999999999,0.0,30.18667
388,IMG/center_2016_12_01_13_33_17_565.jpg, IMG/left_2016_12_01_13_33_17_565.jpg, IMG/right_2016_12_01_13_33_17_565.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
3020,IMG/center_2016_12_01_13_37_44_295.jpg, IMG/left_2016_12_01_13_37_44_295.jpg, IMG/right_2016_12_01_13_37_44_295.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
456,IMG/center_2016_12_01_13_33_24_438.jpg, IMG/left_2016_12_01_13_33_24_438.jpg, IMG/right_2016_12_01_13_33_24_438.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
4757,IMG/center_2016_12_01_13_41_09_312.jpg, IMG/left_2016_12_01_13_41_09_312.jpg, IMG/right_2016_12_01_13_41_09_312.jpg,0.0,0.9855325999999999,0.0,30.18662
258,IMG/center_2016_12_01_13_33_04_385.jpg, IMG/left_2016_12_01_13_33_04_385.jpg, IMG/right_2016_12_01_13_33_04_385.jpg,0.0,0.9855325999999999,0.0,30.18665
5231,IMG/center_2016_12_01_13_41_57_313.jpg, IMG/left_2016_12_01_13_41_57_313.jpg, IMG/right_2016_12_01_13_41_57_313.jpg,0.0,0.9855325999999999,0.0,30.18625
3716,IMG/center_2016_12_01_13_38_54_895.jpg, IMG/left_2016_12_01_13_38_54_895.jpg, IMG/right_2016_12_01_13_38_54_895.jpg,0.0,0.4091269,0.0,7.169457
3751,IMG/center_2016_12_01_13_38_58_444.jpg, IMG/left_2016_12_01_13_38_58_444.jpg, IMG/right_2016_12_01_13_38_58_444.jpg,0.0,0.9855325999999999,0.0,23.43325
7280,IMG/center_2016_12_01_13_45_25_162.jpg, IMG/left_2016_12_01_13_45_25_162.jpg, IMG/right_2016_12_01_13_45_25_162.jpg,0.0,0.9855325999999999,0.0,30.186329999999998
6657,IMG/center_2016_12_01_13_44_21_989.jpg, IMG/left_2016_12_01_13_44_21_989.jpg, IMG/right_2016_12_01_13_44_21_989.jpg,0.0,0.9855325999999999,0.0,30.18662
6645,IMG/center_2016_12_01_13_44_20_762.jpg, IMG/left_2016_12_01_13_44_20_762.jpg, IMG/right_2016_12_01_13_44_20_762.jpg,0.0,0.9855325999999999,0.0,30.18662
5838,IMG/center_2016_12_01_13_42_58_911.jpg, IMG/left_2016_12_01_13_42_58_911.jpg, IMG/right_2016_12_01_13_42_58_911.jpg,0.0,0.9855325999999999,0.0,30.18665
715,IMG/center_2016_12_01_13_33_50_721.jpg, IMG/left_2016_12_01_13_33_50_721.jpg, IMG/right_2016_12_01_13_33_50_721.jpg,0.0,0.9855325999999999,0.0,30.185940000000002
628,IMG/center_2016_12_01_13_33_41_872.jpg, IMG/left_2016_12_01_13_33_41_872.jpg, IMG/right_2016_12_01_13_33_41_872.jpg,0.0,0.9855325999999999,0.0,30.18664
3069,IMG/center_2016_12_01_13_37_49_263.jpg, IMG/left_2016_12_01_13_37_49_263.jpg, IMG/right_2016_12_01_13_37_49_263.jpg,0.0,0.9855325999999999,0.0,30.18638
928,IMG/center_2016_12_01_13_34_12_314.jpg, IMG/left_2016_12_01_13_34_12_314.jpg, IMG/right_2016_12_01_13_34_12_314.jpg,0.0,0.9855325999999999,0.0,30.185540000000003
253,IMG/center_2016_12_01_13_33_03_877.jpg, IMG/left_2016_12_01_13_33_03_877.jpg, IMG/right_2016_12_01_13_33_03_877.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
805,IMG/center_2016_12_01_13_33_59_854.jpg, IMG/left_2016_12_01_13_33_59_854.jpg, IMG/right_2016_12_01_13_33_59_854.jpg,0.0,0.9855325999999999,0.0,30.18665
641,IMG/center_2016_12_01_13_33_43_190.jpg, IMG/left_2016_12_01_13_33_43_190.jpg, IMG/right_2016_12_01_13_33_43_190.jpg,0.0,0.9855325999999999,0.0,30.18664
5043,IMG/center_2016_12_01_13_41_38_292.jpg, IMG/left_2016_12_01_13_41_38_292.jpg, IMG/right_2016_12_01_13_41_38_292.jpg,0.0,0.9855325999999999,0.0,30.18665
2369,IMG/center_2016_12_01_13_36_38_401.jpg, IMG/left_2016_12_01_13_36_38_401.jpg, IMG/right_2016_12_01_13_36_38_401.jpg,0.0,0.9855325999999999,0.0,30.18664
1221,IMG/center_2016_12_01_13_34_41_999.jpg, IMG/left_2016_12_01_13_34_41_999.jpg, IMG/right_2016_12_01_13_34_41_999.jpg,0.0,0.9855325999999999,0.0,30.186759999999996
5153,IMG/center_2016_12_01_13_41_49_416.jpg, IMG/left_2016_12_01_13_41_49_416.jpg, IMG/right_2016_12_01_13_41_49_416.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
7635,IMG/center_2016_12_01_13_46_01_135.jpg, IMG/left_2016_12_01_13_46_01_135.jpg, IMG/right_2016_12_01_13_46_01_135.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
6533,IMG/center_2016_12_01_13_44_09_423.jpg, IMG/left_2016_12_01_13_44_09_423.jpg, IMG/right_2016_12_01_13_44_09_423.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
2687,IMG/center_2016_12_01_13_37_10_612.jpg, IMG/left_2016_12_01_13_37_10_612.jpg, IMG/right_2016_12_01_13_37_10_612.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
6138,IMG/center_2016_12_01_13_43_29_321.jpg, IMG/left_2016_12_01_13_43_29_321.jpg, IMG/right_2016_12_01_13_43_29_321.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
532,IMG/center_2016_12_01_13_33_32_131.jpg, IMG/left_2016_12_01_13_33_32_131.jpg, IMG/right_2016_12_01_13_33_32_131.jpg,0.0,0.9855325999999999,0.0,30.18664
795,IMG/center_2016_12_01_13_33_58_837.jpg, IMG/left_2016_12_01_13_33_58_837.jpg, IMG/right_2016_12_01_13_33_58_837.jpg,0.0,0.9855325999999999,0.0,30.18549
5805,IMG/center_2016_12_01_13_42_55_553.jpg, IMG/left_2016_12_01_13_42_55_553.jpg, IMG/right_2016_12_01_13_42_55_553.jpg,0.0,0.9855325999999999,0.0,30.1866
1352,IMG/center_2016_12_01_13_34_55_267.jpg, IMG/left_2016_12_01_13_34_55_267.jpg, IMG/right_2016_12_01_13_34_55_267.jpg,0.0,0.9855325999999999,0.0,30.18665
4524,IMG/center_2016_12_01_13_40_45_673.jpg, IMG/left_2016_12_01_13_40_45_673.jpg, IMG/right_2016_12_01_13_40_45_673.jpg,0.0,0.9855325999999999,0.0,7.809647
819,IMG/center_2016_12_01_13_34_01_276.jpg, IMG/left_2016_12_01_13_34_01_276.jpg, IMG/right_2016_12_01_13_34_01_276.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
7988,IMG/center_2016_12_01_13_46_36_569.jpg, IMG/left_2016_12_01_13_46_36_569.jpg, IMG/right_2016_12_01_13_46_36_569.jpg,0.0,0.0,0.0,1.7437619999999998
19,IMG/center_2016_12_01_13_31_14_702.jpg, IMG/left_2016_12_01_13_31_14_702.jpg, IMG/right_2016_12_01_13_31_14_702.jpg,0.0,0.0,0.0,1.218291
5336,IMG/center_2016_12_01_13_42_07_996.jpg, IMG/left_2016_12_01_13_42_07_996.jpg, IMG/right_2016_12_01_13_42_07_996.jpg,0.0,0.9855325999999999,0.0,30.18641
4862,IMG/center_2016_12_01_13_41_19_947.jpg, IMG/left_2016_12_01_13_41_19_947.jpg, IMG/right_2016_12_01_13_41_19_947.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
2709,IMG/center_2016_12_01_13_37_12_831.jpg, IMG/left_2016_12_01_13_37_12_831.jpg, IMG/right_2016_12_01_13_37_12_831.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
4897,IMG/center_2016_12_01_13_41_23_486.jpg, IMG/left_2016_12_01_13_41_23_486.jpg, IMG/right_2016_12_01_13_41_23_486.jpg,0.0,0.9855325999999999,0.0,30.18664
376,IMG/center_2016_12_01_13_33_16_353.jpg, IMG/left_2016_12_01_13_33_16_353.jpg, IMG/right_2016_12_01_13_33_16_353.jpg,0.0,0.9855325999999999,0.0,30.18668
6306,IMG/center_2016_12_01_13_43_46_390.jpg, IMG/left_2016_12_01_13_43_46_390.jpg, IMG/right_2016_12_01_13_43_46_390.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
5314,IMG/center_2016_12_01_13_42_05_764.jpg, IMG/left_2016_12_01_13_42_05_764.jpg, IMG/right_2016_12_01_13_42_05_764.jpg,0.0,0.9855325999999999,0.0,30.18664
5745,IMG/center_2016_12_01_13_42_49_466.jpg, IMG/left_2016_12_01_13_42_49_466.jpg, IMG/right_2016_12_01_13_42_49_466.jpg,0.0,0.9855325999999999,0.0,30.18664
3231,IMG/center_2016_12_01_13_38_05_729.jpg, IMG/left_2016_12_01_13_38_05_729.jpg, IMG/right_2016_12_01_13_38_05_729.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
5404,IMG/center_2016_12_01_13_42_14_906.jpg, IMG/left_2016_12_01_13_42_14_906.jpg, IMG/right_2016_12_01_13_42_14_906.jpg,0.0,0.9855325999999999,0.0,30.18645
3852,IMG/center_2016_12_01_13_39_08_705.jpg, IMG/left_2016_12_01_13_39_08_705.jpg, IMG/right_2016_12_01_13_39_08_705.jpg,0.0,0.04404629,0.0,17.779120000000002
4397,IMG/center_2016_12_01_13_40_03_975.jpg, IMG/left_2016_12_01_13_40_03_975.jpg, IMG/right_2016_12_01_13_40_03_975.jpg,0.0,0.0,0.0,27.159129999999998
1217,IMG/center_2016_12_01_13_34_41_595.jpg, IMG/left_2016_12_01_13_34_41_595.jpg, IMG/right_2016_12_01_13_34_41_595.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
1837,IMG/center_2016_12_01_13_35_44_464.jpg, IMG/left_2016_12_01_13_35_44_464.jpg, IMG/right_2016_12_01_13_35_44_464.jpg,0.0,0.9855325999999999,0.0,30.18664
5670,IMG/center_2016_12_01_13_42_41_875.jpg, IMG/left_2016_12_01_13_42_41_875.jpg, IMG/right_2016_12_01_13_42_41_875.jpg,0.0,0.9855325999999999,0.0,30.18664
4756,IMG/center_2016_12_01_13_41_09_211.jpg, IMG/left_2016_12_01_13_41_09_211.jpg, IMG/right_2016_12_01_13_41_09_211.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
2594,IMG/center_2016_12_01_13_37_01_201.jpg, IMG/left_2016_12_01_13_37_01_201.jpg, IMG/right_2016_12_01_13_37_01_201.jpg,0.0,0.9855325999999999,0.0,30.18695
7948,IMG/center_2016_12_01_13_46_32_953.jpg, IMG/left_2016_12_01_13_46_32_953.jpg, IMG/right_2016_12_01_13_46_32_953.jpg,0.0,0.0,0.0,2.512156
550,IMG/center_2016_12_01_13_33_33_955.jpg, IMG/left_2016_12_01_13_33_33_955.jpg, IMG/right_2016_12_01_13_33_33_955.jpg,0.0,0.9855325999999999,0.0,30.18664
4892,IMG/center_2016_12_01_13_41_22_982.jpg, IMG/left_2016_12_01_13_41_22_982.jpg, IMG/right_2016_12_01_13_41_22_982.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
427,IMG/center_2016_12_01_13_33_21_506.jpg, IMG/left_2016_12_01_13_33_21_506.jpg, IMG/right_2016_12_01_13_33_21_506.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
1826,IMG/center_2016_12_01_13_35_43_351.jpg, IMG/left_2016_12_01_13_35_43_351.jpg, IMG/right_2016_12_01_13_35_43_351.jpg,0.0,0.9855325999999999,0.0,30.18709
2666,IMG/center_2016_12_01_13_37_08_488.jpg, IMG/left_2016_12_01_13_37_08_488.jpg, IMG/right_2016_12_01_13_37_08_488.jpg,0.0,0.9855325999999999,0.0,30.1867
2006,IMG/center_2016_12_01_13_36_01_592.jpg, IMG/left_2016_12_01_13_36_01_592.jpg, IMG/right_2016_12_01_13_36_01_592.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
7964,IMG/center_2016_12_01_13_46_34_570.jpg, IMG/left_2016_12_01_13_46_34_570.jpg, IMG/right_2016_12_01_13_46_34_570.jpg,0.0,0.0,0.0,2.1334869999999997
5980,IMG/center_2016_12_01_13_43_13_295.jpg, IMG/left_2016_12_01_13_43_13_295.jpg, IMG/right_2016_12_01_13_43_13_295.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
365,IMG/center_2016_12_01_13_33_15_241.jpg, IMG/left_2016_12_01_13_33_15_241.jpg, IMG/right_2016_12_01_13_33_15_241.jpg,0.0,0.9855325999999999,0.0,30.18662
2845,IMG/center_2016_12_01_13_37_26_612.jpg, IMG/left_2016_12_01_13_37_26_612.jpg, IMG/right_2016_12_01_13_37_26_612.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
3029,IMG/center_2016_12_01_13_37_45_210.jpg, IMG/left_2016_12_01_13_37_45_210.jpg, IMG/right_2016_12_01_13_37_45_210.jpg,0.0,0.9855325999999999,0.0,30.18662
5502,IMG/center_2016_12_01_13_42_24_857.jpg, IMG/left_2016_12_01_13_42_24_857.jpg, IMG/right_2016_12_01_13_42_24_857.jpg,0.0,0.9855325999999999,0.0,30.18651
2166,IMG/center_2016_12_01_13_36_17_777.jpg, IMG/left_2016_12_01_13_36_17_777.jpg, IMG/right_2016_12_01_13_36_17_777.jpg,0.0,0.9855325999999999,0.0,30.18664
7358,IMG/center_2016_12_01_13_45_33_057.jpg, IMG/left_2016_12_01_13_45_33_057.jpg, IMG/right_2016_12_01_13_45_33_057.jpg,0.0,0.9855325999999999,0.0,30.18665
1129,IMG/center_2016_12_01_13_34_32_675.jpg, IMG/left_2016_12_01_13_34_32_675.jpg, IMG/right_2016_12_01_13_34_32_675.jpg,0.0,0.9855325999999999,0.0,30.18478
6493,IMG/center_2016_12_01_13_44_05_371.jpg, IMG/left_2016_12_01_13_44_05_371.jpg, IMG/right_2016_12_01_13_44_05_371.jpg,0.0,0.9855325999999999,0.0,30.18664
3369,IMG/center_2016_12_01_13_38_19_725.jpg, IMG/left_2016_12_01_13_38_19_725.jpg, IMG/right_2016_12_01_13_38_19_725.jpg,0.0,0.9855325999999999,0.0,30.185959999999998
3295,IMG/center_2016_12_01_13_38_12_221.jpg, IMG/left_2016_12_01_13_38_12_221.jpg, IMG/right_2016_12_01_13_38_12_221.jpg,0.0,0.9855325999999999,0.0,30.18664
3037,IMG/center_2016_12_01_13_37_46_019.jpg, IMG/left_2016_12_01_13_37_46_019.jpg, IMG/right_2016_12_01_13_37_46_019.jpg,0.0,0.9855325999999999,0.0,30.18664
5825,IMG/center_2016_12_01_13_42_57_586.jpg, IMG/left_2016_12_01_13_42_57_586.jpg, IMG/right_2016_12_01_13_42_57_586.jpg,0.0,0.9855325999999999,0.0,30.186609999999998
4447,IMG/center_2016_12_01_13_40_09_052.jpg, IMG/left_2016_12_01_13_40_09_052.jpg, IMG/right_2016_12_01_13_40_09_052.jpg,0.0,0.0,0.0,8.924522999999999
7978,IMG/center_2016_12_01_13_46_35_989.jpg, IMG/left_2016_12_01_13_46_35_989.jpg, IMG/right_2016_12_01_13_46_35_989.jpg,0.0,0.0,0.0,1.848802
7085,IMG/center_2016_12_01_13_45_05_405.jpg, IMG/left_2016_12_01_13_45_05_405.jpg, IMG/right_2016_12_01_13_45_05_405.jpg,0.0,0.9855325999999999,0.0,30.186809999999998
2693,IMG/center_2016_12_01_13_37_11_219.jpg, IMG/left_2016_12_01_13_37_11_219.jpg, IMG/right_2016_12_01_13_37_11_219.jpg,0.0,0.9855325999999999,0.0,30.18664
7889,IMG/center_2016_12_01_13_46_26_957.jpg, IMG/left_2016_12_01_13_46_26_957.jpg, IMG/right_2016_12_01_13_46_26_957.jpg,0.0,0.0,0.0,29.350040000000003
6589,IMG/center_2016_12_01_13_44_15_091.jpg, IMG/left_2016_12_01_13_44_15_091.jpg, IMG/right_2016_12_01_13_44_15_091.jpg,0.0,0.9855325999999999,0.0,30.18664
4773,IMG/center_2016_12_01_13_41_10_937.jpg, IMG/left_2016_12_01_13_41_10_937.jpg, IMG/right_2016_12_01_13_41_10_937.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
4830,IMG/center_2016_12_01_13_41_16_700.jpg, IMG/left_2016_12_01_13_41_16_700.jpg, IMG/right_2016_12_01_13_41_16_700.jpg,0.0,0.9855325999999999,0.0,30.18683
6293,IMG/center_2016_12_01_13_43_45_060.jpg, IMG/left_2016_12_01_13_43_45_060.jpg, IMG/right_2016_12_01_13_43_45_060.jpg,0.0,0.9855325999999999,0.0,30.18505
994,IMG/center_2016_12_01_13_34_18_985.jpg, IMG/left_2016_12_01_13_34_18_985.jpg, IMG/right_2016_12_01_13_34_18_985.jpg,0.0,0.9855325999999999,0.0,30.18699
5082,IMG/center_2016_12_01_13_41_42_238.jpg, IMG/left_2016_12_01_13_41_42_238.jpg, IMG/right_2016_12_01_13_41_42_238.jpg,0.0,0.9855325999999999,0.0,30.18657
4947,IMG/center_2016_12_01_13_41_28_563.jpg, IMG/left_2016_12_01_13_41_28_563.jpg, IMG/right_2016_12_01_13_41_28_563.jpg,0.0,0.9855325999999999,0.0,30.18664
4298,IMG/center_2016_12_01_13_39_53_930.jpg, IMG/left_2016_12_01_13_39_53_930.jpg, IMG/right_2016_12_01_13_39_53_930.jpg,0.0,0.5340229000000001,0.0,26.679140000000004
2362,IMG/center_2016_12_01_13_36_37_684.jpg, IMG/left_2016_12_01_13_36_37_684.jpg, IMG/right_2016_12_01_13_36_37_684.jpg,0.0,0.9855325999999999,0.0,30.186659999999996
1332,IMG/center_2016_12_01_13_34_53_238.jpg, IMG/left_2016_12_01_13_34_53_238.jpg, IMG/right_2016_12_01_13_34_53_238.jpg,0.0,0.9855325999999999,0.0,30.186629999999997
4367,IMG/center_2016_12_01_13_40_00_922.jpg, IMG/left_2016_12_01_13_40_00_922.jpg, IMG/right_2016_12_01_13_40_00_922.jpg,0.0,0.9855325999999999,0.0,30.18631
1725,IMG/center_2016_12_01_13_35_33_152.jpg, IMG/left_2016_12_01_13_35_33_152.jpg, IMG/right_2016_12_01_13_35_33_152.jpg,0.0,0.9855325999999999,0.0,30.18652
6503,IMG/center_2016_12_01_13_44_06_387.jpg, IMG/left_2016_12_01_13_44_06_387.jpg, IMG/right_2016_12_01_13_44_06_387.jpg,0.0,0.9855325999999999,0.0,30.18664
