Centre Image, Left Image, Right Image, Steering Angle, Throttle, Brake, Speed
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_362.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_362.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_362.jpg, 0, 1, 0, 18.80419
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_477.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_477.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_477.jpg, 0, 1, 0, 19.6871
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_586.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_586.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_586.jpg, -0.3281459, 1, 0, 20.86732
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_693.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_693.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_693.jpg, -0.03170085, 1, 0, 21.92547
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_795.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_795.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_795.jpg, 0, 1, 0, 22.87376
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_896.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_896.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_896.jpg, 0, 1, 0, 23.86609
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_14_999.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_14_999.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_14_999.jpg, 0.01930493, 1, 0, 25.02355
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_103.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_103.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_103.jpg, 0, 1, 0, 25.96457
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_211.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_211.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_211.jpg, 0, 1, 0, 26.91121
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_318.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_318.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_318.jpg, 0, 1, 0, 27.84879
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_433.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_433.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_433.jpg, 0, 1, 0, 28.96148
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_537.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_537.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_537.jpg, 0, 1, 0, 29.87849
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_648.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_648.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_648.jpg, 0, 1, 0, 30.19025
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_755.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_755.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_755.jpg, 0, 0.6794708, 0, 30.11689
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_863.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_863.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_863.jpg, 0, 0.3546069, 0, 30.03298
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_15_977.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_15_977.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_15_977.jpg, 0, 0.2328791, 0, 29.93785
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_092.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_092.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_092.jpg, 0, 0.6331661, 0, 30.09322
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_196.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_196.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_196.jpg, 0, 0.9220361, 0, 30.17669
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_300.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_300.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_300.jpg, 0, 0.862474, 0, 30.16828
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_412.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_412.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_412.jpg, 0, 0.5250489, 0, 30.0927
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_518.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_518.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_518.jpg, 0, 0.2254569, 0, 30.00414
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_618.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_618.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_618.jpg, 0, 0, 0, 29.73704
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_719.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_719.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_719.jpg, 0, 0.300897, 0, 29.6284
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_828.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_828.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_828.jpg, 0, 0.2520332, 0, 29.76366
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_16_936.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_16_936.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_16_936.jpg, 0, 0, 0, 29.59801
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_048.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_048.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_048.jpg, -0.336087, 0, 0, 29.14877
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_156.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_156.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_156.jpg, -0.391911, 0, 0, 28.66927
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_257.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_257.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_257.jpg, -0.1396741, 0, 0, 28.39058
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_359.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_359.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_359.jpg, 0, 0, 0, 28.03135
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_489.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_489.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_489.jpg, 0, 0.3909, 0, 28.06395
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_593.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_593.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_593.jpg, 0, 0.7019999, 0, 28.44361
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_695.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_695.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_695.jpg, 0, 0.78648, 0, 29.16803
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_796.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_796.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_796.jpg, 0.06903595, 0.5019631, 0, 29.57073
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_17_911.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_17_911.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_17_911.jpg, 0.4649011, 0.106098, 0, 29.45406
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_022.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_022.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_022.jpg, 0.3554551, 0, 0, 28.95344
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_123.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_123.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_123.jpg, 0.05331606, 0, 0, 28.67167
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_228.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_228.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_228.jpg, 0, 0, 0, 28.36973
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_331.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_331.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_331.jpg, -0.08923799, 0, 0, 28.07926
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_436.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_436.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_436.jpg, 0, 0, 0, 27.79736
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_537.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_537.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_537.jpg, 0, 0, 0, 27.51956
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_638.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_638.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_638.jpg, 0, 0, 0, 27.24456
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_746.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_746.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_746.jpg, -0.052908, 0, 0, 26.91755
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_848.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_848.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_848.jpg, -0.3021778, 0, 0, 26.56151
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_18_952.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_18_952.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_18_952.jpg, -0.004643977, 0, 0, 26.29528
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_062.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_062.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_062.jpg, 0, 0, 0, 25.97709
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_163.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_163.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_163.jpg, 0, 0, 0, 25.71718
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_281.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_281.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_281.jpg, 0, 0, 0, 25.40895
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_409.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_409.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_409.jpg, 0, 0, 0, 25.1044
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_509.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_509.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_509.jpg, -0.07220095, 0, 0, 24.85209
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_619.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_619.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_619.jpg, -0.1534318, 0, 0, 24.50118
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_731.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_731.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_731.jpg, 0, 0, 0, 24.25183
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_851.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_851.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_851.jpg, 0, 0, 0, 23.95959
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_19_957.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_19_957.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_19_957.jpg, 0, 0, 0, 23.71925
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_062.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_062.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_062.jpg, -0.2636817, 0, 0, 23.33566
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_165.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_165.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_165.jpg, 0, 0, 0, 23.10089
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_282.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_282.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_282.jpg, 0, 0, 0, 22.81857
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_401.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_401.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_401.jpg, 0, 0, 0, 22.54259
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_503.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_503.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_503.jpg, 0, 0, 0, 22.31551
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_609.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_609.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_609.jpg, 0, 0, 0, 22.09101
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_710.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_710.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_710.jpg, 0, 0, 0, 21.86871
/Users/jessica/Downloads/behavioural-cloning/IMG/center_2016_12_10_19_17_20_810.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/left_2016_12_10_19_17_20_810.jpg, /Users/jessica/Downloads/behavioural-cloning/IMG/right_2016_12_10_19_17_20_810.jpg, 0, 0.1044899, 0, 21.6733
